BathroomCount,BedroomCount,ConstructionYear,District,Furnished,Garden,Kitchen,LivingArea,MonthlyCharges,NumberOfFacades,PEB,Price,Province,Region,RoomCount,ShowerCount,StateOfBuilding,SubtypeOfProperty,SurfaceOfPlot,SwimmingPool,Terrace,ToiletCount,TypeOfProperty,TypeOfSale
0.0,2,1996.0,Namur,0.0,1.0,INSTALLED,88.0,30.0,3.0,A,239000,Namur,Wallonie,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,1996.0,Thuin,0.0,1.0,SEMI_EQUIPPED,125.0,30.0,4.0,D,176500,Hainaut,Wallonie,6.0,1.0,JUST_RENOVATED,house,3000.0,0.0,1.0,1.0,1,residential_sale
1.0,0,1996.0,Brussels,0.0,1.0,INSTALLED,28.0,30.0,2.0,E,155000,Brussels,Brussels,6.0,1.0,AS_NEW,flat_studio,356.0,0.0,1.0,1.0,2,residential_sale
1.0,0,1996.0,Brussels,0.0,1.0,INSTALLED,28.0,30.0,2.0,D,155000,Brussels,Brussels,6.0,1.0,AS_NEW,flat_studio,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,1996.0,Thuin,0.0,1.0,HYPER_EQUIPPED,115.0,30.0,2.0,D,210000,Hainaut,Wallonie,6.0,1.0,AS_NEW,house,120.0,0.0,1.0,2.0,1,residential_sale
1.0,0,1996.0,Brussels,0.0,1.0,INSTALLED,45.0,30.0,2.0,E,249000,Brussels,Brussels,6.0,1.0,AS_NEW,flat_studio,356.0,0.0,1.0,1.0,2,residential_sale
2.0,4,2024.0,Verviers,0.0,1.0,USA_HYPER_EQUIPPED,188.0,30.0,4.0,A++,491120,Liège,Wallonie,6.0,2.0,AS_NEW,house,1004.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1899.0,Leuven,0.0,1.0,INSTALLED,145.0,30.0,3.0,F,229000,Flemish Brabant,Flanders,6.0,1.0,TO_RENOVATE,house,360.0,0.0,1.0,1.0,1,residential_sale
1.0,3,2019.0,Leuven,0.0,1.0,HYPER_EQUIPPED,100.0,30.0,2.0,A,453000,Flemish Brabant,Flanders,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1850.0,Leuven,0.0,1.0,HYPER_EQUIPPED,120.0,30.0,4.0,F,395000,Flemish Brabant,Flanders,6.0,1.0,TO_BE_DONE_UP,house,4290.0,0.0,1.0,1.0,1,residential_sale
1.0,0,1977.0,Huy,0.0,1.0,INSTALLED,28.0,30.0,2.0,B,88000,Liège,Wallonie,6.0,1.0,GOOD,flat_studio,356.0,0.0,1.0,1.0,2,residential_sale
2.0,3,2007.0,Namur,0.0,1.0,INSTALLED,170.0,30.0,4.0,C,395000,Namur,Wallonie,6.0,1.0,AS_NEW,house,1313.0,0.0,1.0,3.0,1,residential_sale
1.0,3,1996.0,Halle-Vilvoorde,0.0,1.0,SEMI_EQUIPPED,110.0,30.0,4.0,E,199000,Flemish Brabant,Flanders,6.0,1.0,GOOD,chalet,924.0,0.0,1.0,1.0,1,residential_sale
1.0,2,1974.0,Brussels,0.0,1.0,NOT_INSTALLED,85.0,30.0,3.0,G,385000,Brussels,Brussels,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1900.0,Waremme,0.0,1.0,SEMI_EQUIPPED,110.0,30.0,3.0,F,230000,Liège,Wallonie,6.0,1.0,GOOD,house,779.0,0.0,1.0,1.0,1,residential_sale
2.0,5,1960.0,Nivelles,0.0,1.0,HYPER_EQUIPPED,263.0,30.0,4.0,C,695000,Walloon Brabant,Wallonie,6.0,2.0,AS_NEW,villa,714.0,0.0,1.0,3.0,1,residential_sale
1.0,3,1979.0,Liège,0.0,1.0,INSTALLED,116.0,30.0,4.0,C,375000,Liège,Wallonie,6.0,1.0,JUST_RENOVATED,bungalow,602.0,0.0,1.0,1.0,1,residential_sale
1.0,2,1996.0,Namur,0.0,1.0,SEMI_EQUIPPED,83.0,30.0,3.0,F,189000,Namur,Wallonie,6.0,1.0,JUST_RENOVATED,ground_floor,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1996.0,Brussels,0.0,1.0,SEMI_EQUIPPED,125.0,30.0,2.0,B,460000,Brussels,Brussels,6.0,1.0,GOOD,duplex,356.0,0.0,1.0,2.0,2,residential_sale
1.0,2,1996.0,Brussels,1.0,1.0,INSTALLED,80.0,30.0,2.0,B,265000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,1,1970.0,Brussels,0.0,1.0,NOT_INSTALLED,90.0,30.0,2.0,C,295000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1996.0,Charleroi,0.0,1.0,SEMI_EQUIPPED,120.0,30.0,2.0,C,175000,Hainaut,Wallonie,6.0,1.0,GOOD,house,350.0,0.0,1.0,1.0,1,residential_sale
1.0,3,1975.0,Liège,0.0,1.0,NOT_INSTALLED,110.0,30.0,3.0,C,190000,Liège,Wallonie,6.0,1.0,GOOD,house,84.0,0.0,1.0,2.0,1,residential_sale
1.0,1,1962.0,Brussels,0.0,1.0,HYPER_EQUIPPED,71.0,30.0,2.0,D,325000,Brussels,Brussels,6.0,1.0,TO_BE_DONE_UP,apartment,356.0,0.0,1.0,1.0,2,residential_sale
0.0,6,1996.0,Nivelles,0.0,1.0,INSTALLED,275.0,30.0,4.0,E,450000,Walloon Brabant,Wallonie,6.0,1.0,TO_RENOVATE,house,3600.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1996.0,Charleroi,0.0,1.0,INSTALLED,125.0,30.0,3.0,G,75000,Hainaut,Wallonie,6.0,1.0,GOOD,house,176.0,0.0,1.0,1.0,1,residential_sale
1.0,2,2010.0,Mons,0.0,1.0,USA_HYPER_EQUIPPED,87.0,30.0,3.0,B,200000,Hainaut,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
4.0,7,1996.0,Antwerp,0.0,1.0,HYPER_EQUIPPED,313.0,30.0,2.0,B,1071000,Antwerp,Flanders,6.0,4.0,AS_NEW,apartment,356.0,0.0,1.0,4.0,2,residential_sale
0.0,2,1996.0,Namur,0.0,1.0,NOT_INSTALLED,160.0,30.0,3.0,G,69000,Namur,Wallonie,6.0,1.0,TO_RENOVATE,house,355.0,0.0,1.0,1.0,1,residential_sale
1.0,3,1970.0,Nivelles,0.0,1.0,INSTALLED,124.0,30.0,4.0,B,379000,Walloon Brabant,Wallonie,6.0,1.0,AS_NEW,duplex,356.0,0.0,1.0,2.0,2,residential_sale
1.0,3,1996.0,Soignies,0.0,1.0,INSTALLED,140.0,30.0,2.0,G,199000,Hainaut,Wallonie,6.0,1.0,TO_RENOVATE,house,485.0,0.0,1.0,1.0,1,residential_sale
2.0,4,1898.0,Brussels,0.0,1.0,HYPER_EQUIPPED,157.0,30.0,2.0,E,555000,Brussels,Brussels,6.0,4.0,TO_BE_DONE_UP,house,64.0,0.0,1.0,2.0,1,residential_sale
1.0,1,1956.0,Brussels,0.0,1.0,HYPER_EQUIPPED,58.0,30.0,2.0,F,274000,Brussels,Brussels,3.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,1996.0,Liège,0.0,1.0,INSTALLED,105.0,30.0,2.0,F,120000,Liège,Wallonie,6.0,1.0,GOOD,house,40.0,0.0,1.0,1.0,1,residential_sale
2.0,5,1968.0,Nivelles,0.0,1.0,HYPER_EQUIPPED,256.0,30.0,4.0,D,930000,Walloon Brabant,Wallonie,6.0,2.0,GOOD,house,978.0,0.0,1.0,3.0,1,residential_sale
2.0,4,1958.0,Liège,0.0,1.0,SEMI_EQUIPPED,421.0,30.0,2.0,C,550000,Liège,Wallonie,6.0,2.0,GOOD,mixed_use_building,384.0,0.0,1.0,3.0,1,residential_sale
2.0,4,1981.0,Brussels,0.0,1.0,HYPER_EQUIPPED,137.0,30.0,2.0,C,525000,Brussels,Brussels,6.0,1.0,TO_BE_DONE_UP,apartment,356.0,0.0,1.0,2.0,2,residential_sale
2.0,3,1988.0,Brugge,0.0,1.0,HYPER_EQUIPPED,98.0,30.0,2.0,B,965000,West Flanders,Flanders,6.0,2.0,AS_NEW,duplex,356.0,0.0,1.0,2.0,2,residential_sale
1.0,1,1996.0,Antwerp,0.0,1.0,INSTALLED,60.0,30.0,2.0,B,239000,Antwerp,Flanders,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
4.0,5,1996.0,Liège,1.0,1.0,INSTALLED,138.0,30.0,2.0,D,275000,Liège,Wallonie,12.0,1.0,GOOD,house,223.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1972.0,Mons,0.0,1.0,SEMI_EQUIPPED,126.0,30.0,4.0,F,160000,Hainaut,Wallonie,6.0,1.0,TO_RENOVATE,pavilion,434.0,0.0,1.0,1.0,1,residential_sale
1.0,2,2007.0,Soignies,0.0,1.0,INSTALLED,84.0,30.0,3.0,B,179000,Hainaut,Wallonie,6.0,1.0,GOOD,duplex,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,2008.0,Leuven,0.0,1.0,INSTALLED,139.0,30.0,2.0,B,550000,Flemish Brabant,Flanders,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,3,1996.0,Mouscron,0.0,1.0,SEMI_EQUIPPED,120.0,30.0,2.0,E,139000,Hainaut,Wallonie,6.0,1.0,TO_BE_DONE_UP,house,141.0,0.0,1.0,1.0,1,residential_sale
1.0,1,1996.0,Namur,0.0,1.0,INSTALLED,50.0,30.0,2.0,B,137500,Namur,Wallonie,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
3.0,3,1970.0,Brussels,0.0,1.0,HYPER_EQUIPPED,180.0,30.0,3.0,D,665000,Brussels,Brussels,6.0,2.0,GOOD,apartment,356.0,0.0,1.0,3.0,2,residential_sale
1.0,3,1960.0,Brussels,0.0,1.0,INSTALLED,140.0,30.0,2.0,G,440000,Brussels,Brussels,6.0,1.0,TO_BE_DONE_UP,town_house,245.0,0.0,1.0,1.0,1,residential_sale
1.0,4,1996.0,Namur,0.0,1.0,INSTALLED,309.0,30.0,3.0,F,395000,Namur,Wallonie,6.0,1.0,GOOD,house,3127.0,0.0,1.0,1.0,1,residential_sale
1.0,5,1880.0,Brussels,0.0,1.0,SEMI_EQUIPPED,224.0,30.0,2.0,F,425000,Brussels,Brussels,6.0,1.0,TO_BE_DONE_UP,house,195.0,0.0,1.0,3.0,1,residential_sale
1.0,3,1999.0,Dinant,0.0,1.0,HYPER_EQUIPPED,200.0,30.0,4.0,D,410000,Namur,Wallonie,6.0,1.0,AS_NEW,house,3600.0,0.0,1.0,2.0,1,residential_sale
1.0,0,2017.0,Leuven,1.0,1.0,NOT_INSTALLED,21.0,30.0,4.0,A,185000,Flemish Brabant,Flanders,6.0,1.0,AS_NEW,kot,356.0,0.0,1.0,1.0,2,residential_sale
1.0,4,1996.0,Liège,0.0,1.0,INSTALLED,140.0,30.0,2.0,G,250000,Liège,Wallonie,6.0,1.0,TO_BE_DONE_UP,house,520.0,0.0,1.0,1.0,1,residential_sale
2.0,5,1965.0,Verviers,0.0,1.0,INSTALLED,180.0,30.0,4.0,C,545000,Liège,Wallonie,6.0,2.0,AS_NEW,villa,2846.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1996.0,Liège,0.0,1.0,INSTALLED,80.0,30.0,3.0,G,189000,Liège,Wallonie,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1966.0,Halle-Vilvoorde,0.0,1.0,INSTALLED,310.0,30.0,4.0,F,419000,Flemish Brabant,Flanders,6.0,1.0,GOOD,villa,1208.0,0.0,1.0,1.0,1,residential_sale
1.0,1,1964.0,Brussels,0.0,1.0,NOT_INSTALLED,59.0,30.0,2.0,F,199000,Brussels,Brussels,6.0,1.0,TO_RENOVATE,apartment,356.0,0.0,1.0,1.0,2,residential_sale
2.0,3,1960.0,Namur,0.0,1.0,INSTALLED,132.0,30.0,3.0,E,260000,Namur,Wallonie,6.0,2.0,TO_BE_DONE_UP,house,330.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1874.0,Liège,0.0,1.0,NOT_INSTALLED,171.0,30.0,2.0,C,179000,Liège,Wallonie,6.0,1.0,GOOD,mixed_use_building,140.0,0.0,1.0,1.0,1,residential_sale
1.0,4,1968.0,Namur,0.0,1.0,INSTALLED,185.0,30.0,4.0,G,330000,Namur,Wallonie,6.0,1.0,GOOD,house,2100.0,0.0,1.0,1.0,1,residential_sale
1.0,4,2023.0,Waremme,0.0,1.0,NOT_INSTALLED,150.0,30.0,4.0,A,352000,Liège,Wallonie,6.0,1.0,GOOD,villa,576.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1996.0,Mons,0.0,1.0,INSTALLED,210.0,30.0,2.0,G,140000,Hainaut,Wallonie,6.0,1.0,TO_BE_DONE_UP,house,300.0,0.0,1.0,2.0,1,residential_sale
1.0,5,2021.0,Halle-Vilvoorde,0.0,1.0,HYPER_EQUIPPED,231.0,30.0,3.0,A,705000,Flemish Brabant,Flanders,6.0,1.0,GOOD,villa,409.0,0.0,1.0,2.0,1,residential_sale
1.0,2,2012.0,Mons,0.0,1.0,INSTALLED,78.0,30.0,3.0,D,149500,Hainaut,Wallonie,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,2,1996.0,Tournai,0.0,1.0,INSTALLED,140.0,30.0,4.0,E,285000,Hainaut,Wallonie,6.0,1.0,GOOD,house,1026.0,0.0,1.0,1.0,1,residential_sale
1.0,2,1956.0,Brugge,0.0,1.0,INSTALLED,74.0,30.0,2.0,B,535000,West Flanders,Flanders,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,2017.0,Liège,0.0,1.0,NOT_INSTALLED,102.0,30.0,3.0,C,390000,Liège,Wallonie,6.0,1.0,GOOD,apartment_block,117.0,0.0,1.0,1.0,1,residential_sale
1.0,2,2017.0,Liège,0.0,1.0,NOT_INSTALLED,102.0,30.0,3.0,B,225000,Liège,Wallonie,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1970.0,Huy,0.0,1.0,SEMI_EQUIPPED,94.0,30.0,4.0,B,155000,Liège,Wallonie,6.0,1.0,TO_RENOVATE,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1996.0,Liège,0.0,1.0,SEMI_EQUIPPED,136.0,30.0,3.0,F,179000,Liège,Wallonie,6.0,1.0,GOOD,house,180.0,0.0,1.0,1.0,1,residential_sale
1.0,4,1953.0,Veurne,0.0,1.0,SEMI_EQUIPPED,165.0,30.0,3.0,C,275000,West Flanders,Flanders,6.0,1.0,AS_NEW,house,143.0,0.0,1.0,1.0,1,residential_sale
1.0,4,1996.0,Mechelen,0.0,1.0,INSTALLED,154.0,30.0,4.0,F,398000,Antwerp,Flanders,6.0,1.0,TO_RENOVATE,house,517.0,0.0,1.0,1.0,1,residential_sale
2.0,3,1996.0,Liège,0.0,1.0,HYPER_EQUIPPED,291.0,30.0,4.0,C,699000,Liège,Wallonie,6.0,2.0,AS_NEW,villa,5333.0,1.0,1.0,2.0,1,residential_sale
2.0,3,2023.0,Brussels,0.0,1.0,HYPER_EQUIPPED,200.0,30.0,3.0,A,599000,Brussels,Brussels,6.0,1.0,GOOD,house,295.0,0.0,1.0,2.0,1,residential_sale
1.0,3,2024.0,Verviers,0.0,1.0,INSTALLED,119.0,30.0,3.0,A++,345000,Liège,Wallonie,6.0,1.0,GOOD,house,939.0,0.0,1.0,2.0,1,residential_sale
4.0,7,1996.0,Verviers,0.0,1.0,SEMI_EQUIPPED,230.0,30.0,2.0,B,230000,Liège,Wallonie,6.0,4.0,GOOD,apartment_block,250.0,0.0,1.0,4.0,1,residential_sale
3.0,7,1996.0,Arlon,0.0,1.0,SEMI_EQUIPPED,125.0,30.0,2.0,E,390000,Luxembourg,Wallonie,6.0,3.0,GOOD,apartment,356.0,0.0,1.0,3.0,2,residential_sale
2.0,4,1946.0,Leuven,0.0,1.0,INSTALLED,215.0,30.0,2.0,C,325000,Flemish Brabant,Flanders,6.0,2.0,TO_BE_DONE_UP,mixed_use_building,435.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1913.0,Arlon,0.0,1.0,INSTALLED,130.0,30.0,3.0,F,325000,Luxembourg,Wallonie,6.0,1.0,GOOD,house,1320.0,0.0,1.0,2.0,1,residential_sale
1.0,2,2009.0,Brussels,0.0,1.0,HYPER_EQUIPPED,99.0,30.0,2.0,C,280000,Brussels,Brussels,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,2013.0,Halle-Vilvoorde,0.0,1.0,HYPER_EQUIPPED,72.0,30.0,2.0,B,329000,Flemish Brabant,Flanders,6.0,1.0,AS_NEW,ground_floor,356.0,0.0,1.0,1.0,2,residential_sale
1.0,4,1996.0,Liège,0.0,1.0,INSTALLED,177.0,30.0,3.0,E,275000,Liège,Wallonie,6.0,1.0,GOOD,house,217.0,0.0,1.0,2.0,1,residential_sale
2.0,4,1949.0,Hasselt,0.0,1.0,HYPER_EQUIPPED,257.0,30.0,3.0,C,329000,Limburg,Flanders,6.0,1.0,JUST_RENOVATED,house,775.0,0.0,1.0,3.0,1,residential_sale
1.0,4,1996.0,Leuven,0.0,1.0,INSTALLED,144.0,30.0,2.0,F,335000,Flemish Brabant,Flanders,6.0,1.0,TO_BE_DONE_UP,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,1,2023.0,Brussels,0.0,1.0,HYPER_EQUIPPED,59.0,30.0,3.0,B,310000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
2.0,3,2008.0,Brussels,0.0,1.0,INSTALLED,130.0,30.0,3.0,D,685000,Brussels,Brussels,6.0,2.0,AS_NEW,apartment,356.0,0.0,1.0,2.0,2,residential_sale
2.0,3,1974.0,Gent,0.0,1.0,INSTALLED,185.0,30.0,2.0,F,595000,East Flanders,Flanders,6.0,2.0,TO_RENOVATE,villa,2796.0,0.0,1.0,3.0,1,residential_sale
3.0,4,1850.0,Halle-Vilvoorde,0.0,1.0,INSTALLED,173.0,30.0,4.0,E,629000,Flemish Brabant,Flanders,6.0,3.0,GOOD,country_cottage,2346.0,0.0,1.0,2.0,1,residential_sale
2.0,5,1900.0,Namur,0.0,1.0,INSTALLED,290.0,30.0,4.0,D,350000,Namur,Wallonie,6.0,2.0,TO_RENOVATE,house,2490.0,0.0,1.0,3.0,1,residential_sale
2.0,5,1900.0,Namur,0.0,1.0,INSTALLED,290.0,30.0,4.0,D,350000,Namur,Wallonie,6.0,2.0,TO_RENOVATE,mixed_use_building,2490.0,0.0,1.0,3.0,1,residential_sale
1.0,3,1996.0,Brussels,0.0,1.0,INSTALLED,96.0,30.0,2.0,C,345000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,2,1996.0,Verviers,0.0,1.0,SEMI_EQUIPPED,105.0,30.0,2.0,G,189000,Liège,Wallonie,6.0,1.0,GOOD,house,61.0,0.0,1.0,2.0,1,residential_sale
5.0,8,1925.0,Brussels,0.0,1.0,SEMI_EQUIPPED,650.0,30.0,2.0,E,1770000,Brussels,Brussels,6.0,2.0,GOOD,apartment_block,315.0,0.0,1.0,1.0,1,residential_sale
1.0,4,1900.0,Aalst,0.0,1.0,INSTALLED,160.0,30.0,3.0,F,189000,East Flanders,Flanders,6.0,1.0,TO_RENOVATE,house,1310.0,0.0,1.0,1.0,1,residential_sale
1.0,8,1996.0,Liège,0.0,1.0,SEMI_EQUIPPED,205.0,30.0,4.0,F,390000,Liège,Wallonie,6.0,1.0,GOOD,villa,1361.0,0.0,1.0,1.0,1,residential_sale
2.0,6,1928.0,Brugge,0.0,1.0,INSTALLED,289.0,30.0,3.0,D,4350000,West Flanders,Flanders,6.0,1.0,GOOD,villa,879.0,0.0,1.0,3.0,1,residential_sale
1.0,3,1996.0,Antwerp,0.0,1.0,HYPER_EQUIPPED,165.0,30.0,2.0,C,339000,Antwerp,Flanders,6.0,1.0,JUST_RENOVATED,house,275.0,0.0,1.0,1.0,1,residential_sale
3.0,4,1996.0,Antwerp,0.0,1.0,HYPER_EQUIPPED,205.0,30.0,2.0,B,799000,Antwerp,Flanders,6.0,3.0,AS_NEW,mansion,102.0,0.0,1.0,4.0,1,residential_sale
2.0,4,1998.0,Nivelles,0.0,1.0,INSTALLED,182.0,30.0,4.0,B,495000,Walloon Brabant,Wallonie,6.0,2.0,AS_NEW,villa,1315.0,0.0,1.0,2.0,1,residential_sale
4.0,4,1965.0,Brugge,1.0,1.0,HYPER_EQUIPPED,160.0,30.0,4.0,F,3695000,West Flanders,Flanders,6.0,3.0,AS_NEW,villa,1168.0,1.0,1.0,3.0,1,residential_sale
1.0,1,1976.0,Antwerp,0.0,1.0,INSTALLED,72.0,30.0,3.0,B,199000,Antwerp,Flanders,6.0,1.0,TO_BE_DONE_UP,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,2024.0,Leuven,0.0,1.0,INSTALLED,136.0,30.0,3.0,A,414904,Flemish Brabant,Flanders,15.0,1.0,GOOD,villa,407.0,0.0,1.0,2.0,1,residential_sale
1.0,3,2024.0,Leuven,0.0,1.0,INSTALLED,136.0,30.0,3.0,A,419904,Flemish Brabant,Flanders,15.0,1.0,GOOD,villa,436.0,0.0,1.0,2.0,1,residential_sale
5.0,5,1930.0,Leuven,0.0,1.0,HYPER_EQUIPPED,173.0,30.0,3.0,A,1350000,Flemish Brabant,Flanders,8.0,5.0,GOOD,apartment_block,188.0,0.0,1.0,5.0,1,residential_sale
1.0,3,2024.0,Turnhout,0.0,1.0,INSTALLED,111.0,30.0,3.0,B,329000,Antwerp,Flanders,1.0,1.0,GOOD,penthouse,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,2024.0,Turnhout,0.0,1.0,INSTALLED,93.0,30.0,3.0,B,280000,Antwerp,Flanders,1.0,1.0,GOOD,ground_floor,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,2024.0,Turnhout,0.0,1.0,INSTALLED,110.0,30.0,3.0,B,303000,Antwerp,Flanders,1.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,2024.0,Turnhout,0.0,1.0,INSTALLED,84.0,30.0,3.0,B,267000,Antwerp,Flanders,1.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,2014.0,Gent,0.0,1.0,INSTALLED,150.0,30.0,3.0,B,465000,East Flanders,Flanders,3.0,1.0,AS_NEW,house,433.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1964.0,Eeklo,0.0,1.0,INSTALLED,235.0,30.0,3.0,F,395000,East Flanders,Flanders,20.0,1.0,GOOD,house,2018.0,0.0,1.0,1.0,1,residential_sale
0.0,4,1920.0,Brussels,0.0,1.0,INSTALLED,193.0,30.0,2.0,G,549000,Brussels,Brussels,6.0,1.0,TO_RENOVATE,apartment_block,125.0,0.0,1.0,2.0,1,residential_sale
0.0,4,1920.0,Brussels,0.0,1.0,INSTALLED,193.0,30.0,2.0,G,549000,Brussels,Brussels,6.0,1.0,TO_RENOVATE,house,125.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1996.0,Liège,0.0,1.0,USA_INSTALLED,110.0,30.0,3.0,C,195000,Liège,Wallonie,6.0,1.0,AS_NEW,house,80.0,0.0,1.0,2.0,1,residential_sale
2.0,3,2024.0,Gent,0.0,1.0,INSTALLED,146.0,30.0,2.0,A,399000,East Flanders,Flanders,6.0,2.0,AS_NEW,duplex,356.0,0.0,1.0,2.0,2,residential_sale
3.0,5,1960.0,Halle-Vilvoorde,0.0,1.0,SEMI_EQUIPPED,240.0,30.0,4.0,D,1250000,Flemish Brabant,Flanders,6.0,2.0,AS_NEW,villa,1400.0,1.0,1.0,4.0,1,residential_sale
1.0,6,1996.0,Namur,0.0,1.0,INSTALLED,150.0,30.0,4.0,C,390000,Namur,Wallonie,6.0,1.0,GOOD,house,1490.0,0.0,1.0,1.0,1,residential_sale
1.0,3,1954.0,Gent,0.0,1.0,INSTALLED,128.0,30.0,2.0,E,298000,East Flanders,Flanders,6.0,1.0,TO_BE_DONE_UP,house,100.0,0.0,1.0,1.0,1,residential_sale
1.0,2,1993.0,Brugge,0.0,1.0,HYPER_EQUIPPED,76.0,30.0,2.0,F,159000,West Flanders,Flanders,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
2.0,4,1960.0,Oudenaarde,0.0,1.0,INSTALLED,236.0,30.0,3.0,F,449000,East Flanders,Flanders,6.0,2.0,TO_RENOVATE,house,1015.0,0.0,1.0,3.0,1,residential_sale
3.0,12,1930.0,Antwerp,0.0,1.0,HYPER_EQUIPPED,800.0,30.0,4.0,A,1285000,Antwerp,Flanders,6.0,3.0,GOOD,mixed_use_building,333.0,0.0,1.0,5.0,1,residential_sale
2.0,3,2013.0,Verviers,0.0,1.0,INSTALLED,207.0,30.0,2.0,A,219000,Liège,Wallonie,10.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,3,1960.0,Nivelles,0.0,1.0,SEMI_EQUIPPED,150.0,30.0,3.0,E,285000,Walloon Brabant,Wallonie,6.0,1.0,GOOD,house,326.0,0.0,1.0,1.0,1,residential_sale
4.0,4,1996.0,Gent,1.0,1.0,INSTALLED,120.0,30.0,2.0,D,535000,East Flanders,Flanders,6.0,4.0,JUST_RENOVATED,house,48.0,1.0,1.0,4.0,1,residential_sale
2.0,4,1974.0,Brussels,0.0,1.0,NOT_INSTALLED,137.0,30.0,2.0,F,445000,Brussels,Brussels,6.0,1.0,TO_BE_DONE_UP,apartment,356.0,0.0,1.0,2.0,2,residential_sale
2.0,3,1931.0,Brussels,0.0,1.0,HYPER_EQUIPPED,134.0,30.0,2.0,C,435000,Brussels,Brussels,6.0,2.0,JUST_RENOVATED,ground_floor,356.0,0.0,1.0,2.0,2,residential_sale
2.0,6,1875.0,Soignies,0.0,1.0,SEMI_EQUIPPED,125.0,30.0,3.0,G,499000,Hainaut,Wallonie,6.0,2.0,GOOD,house,2400.0,0.0,1.0,2.0,1,residential_sale
2.0,2,2000.0,Brugge,0.0,1.0,INSTALLED,92.0,30.0,2.0,B,625000,West Flanders,Flanders,9.0,1.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,3,1940.0,Sint-Niklaas,0.0,1.0,INSTALLED,80.0,30.0,2.0,C,172500,East Flanders,Flanders,3.0,1.0,GOOD,house,85.0,0.0,1.0,1.0,1,residential_sale
1.0,3,2024.0,Thuin,0.0,1.0,USA_INSTALLED,147.0,30.0,2.0,B,240000,Hainaut,Wallonie,6.0,1.0,AS_NEW,house,400.0,0.0,1.0,2.0,1,residential_sale
1.0,0,1930.0,Brussels,0.0,1.0,INSTALLED,56.0,30.0,3.0,E,199000,Brussels,Brussels,6.0,1.0,JUST_RENOVATED,flat_studio,356.0,0.0,1.0,1.0,2,residential_sale
1.0,5,1993.0,Ieper,0.0,1.0,HYPER_EQUIPPED,410.0,30.0,4.0,B,580000,West Flanders,Flanders,6.0,1.0,AS_NEW,house,980.0,0.0,1.0,3.0,1,residential_sale
2.0,5,2012.0,Arlon,0.0,1.0,INSTALLED,330.0,30.0,4.0,B,680000,Luxembourg,Wallonie,10.0,1.0,AS_NEW,house,1000.0,0.0,1.0,1.0,1,residential_sale
